,Date,Week_day,Open,Close,Change
171,2022-06-21,Tuesday,21120.28,21486.72,0.017350148766967166
172,2022-06-22,Wednesday,20099.62,20138.11,0.0019149615763880412
173,2022-06-23,Thursday,20461.83,20305.73,-0.007628838671809968
174,2022-06-24,Friday,20913.73,20885.06,-0.0013708697587661023
175,2022-06-25,Saturday,21508.09,20993.12,-0.023943083741978066
176,2022-06-26,Sunday,21396.52,21361.74,-0.0016254979781757939
177,2022-06-27,Monday,21363.23,20722.46,-0.029994059887011537
178,2022-06-28,Tuesday,20879.39,20698.03,-0.008686077514716728
179,2022-06-29,Wednesday,20093.74,20020.91,-0.00362451191266544
180,2022-06-30,Thursday,19435.89,19198.31,-0.012223777763714305
181,2022-07-01,Friday,19579.11,19404.9,-0.008897748671926275
182,2022-07-02,Saturday,19126.81,19307.49,0.009446426246718653
183,2022-07-03,Sunday,19139.75,19091.94,-0.0024979427630977824
184,2022-07-04,Monday,19120.6,19728.69,0.0318028722948025
185,2022-07-05,Tuesday,20215.68,19620.43,-0.029444965492132824
186,2022-07-06,Wednesday,20162.21,20185.19,0.0011397560088899361
187,2022-07-07,Thursday,20440.01,20925.52,0.02375292379993943
188,2022-07-08,Friday,21797.65,21681.99,-0.005306076572474505
189,2022-07-09,Saturday,21654.72,21581.13,-0.0033983353282794893
190,2022-07-10,Sunday,21339.46,20776.64,-0.02637461304081734
191,2022-07-11,Monday,20439.17,20462.07,0.0011203977460925163
192,2022-07-12,Tuesday,19731.0,19945.7,0.010881354214180794
193,2022-07-13,Wednesday,19707.06,19372.1,-0.016996954390964603
194,2022-07-14,Thursday,19990.72,20255.68,0.013254149925565395
195,2022-07-15,Friday,20835.38,20705.2,-0.006248026193906742
196,2022-07-16,Saturday,20546.18,21161.78,0.029961773916124423
197,2022-07-17,Sunday,21467.61,21064.47,-0.018778988438862054
198,2022-07-18,Monday,22245.93,22295.02,0.0022066957866000436
199,2022-07-19,Tuesday,21764.88,23291.83,0.07015660090935483
200,2022-07-20,Wednesday,23381.18,23854.12,0.020227379456468686
201,2022-07-21,Thursday,22929.28,23066.6,0.005988849191950196
202,2022-07-22,Friday,23121.63,23170.69,0.0021218227261659006
203,2022-07-23,Saturday,22771.94,22268.03,-0.022128549434084266
204,2022-07-24,Sunday,22704.09,22661.44,-0.0018785161616255985
205,2022-07-25,Monday,21962.33,21882.23,-0.0036471540132582136
206,2022-07-26,Tuesday,21066.86,20830.57,-0.011216194534923618
207,2022-07-27,Wednesday,21346.11,21675.23,0.015418265904185713
208,2022-07-28,Thursday,22925.1,23898.87,0.04247615059476306
209,2022-07-29,Friday,23941.63,23657.99,-0.011847146581080659
210,2022-07-30,Saturday,23878.58,24525.59,0.02709583233173829
211,2022-07-31,Sunday,23713.1,23764.33,0.0021604092252807128
212,2022-08-01,Monday,23323.26,23240.74,-0.0035380988764005528
213,2022-08-02,Tuesday,22889.62,23343.1,0.01981160019257633
214,2022-08-03,Wednesday,22989.16,23372.54,0.016676555385233716
215,2022-08-04,Thursday,22947.92,22921.69,-0.0011430229842182005
216,2022-08-05,Friday,23185.08,22989.51,-0.008435166063692878
217,2022-08-06,Saturday,23204.77,23209.4,0.00019952794188449197
218,2022-08-07,Sunday,23014.6,23098.81,0.003658981689883989
219,2022-08-08,Monday,23807.53,23868.25,0.002550453574982514
220,2022-08-09,Tuesday,23878.12,23035.08,-0.03530596211091985
221,2022-08-10,Wednesday,22963.67,24025.27,0.04622954431935322
222,2022-08-11,Thursday,24431.88,24371.31,-0.0024791379132510505
223,2022-08-12,Friday,23960.99,24006.71,0.0019081014599144908
224,2022-08-13,Saturday,24574.03,24487.03,-0.0035403228530281883
225,2022-08-14,Sunday,24873.32,24510.83,-0.014573446568451609
226,2022-08-15,Monday,24027.05,24224.38,0.008212826793135397
227,2022-08-16,Tuesday,24067.77,23834.63,-0.009686813526969873
228,2022-08-17,Wednesday,23788.32,23378.24,-0.017238712107454313
229,2022-08-18,Thursday,23414.21,23336.29,-0.0033278936167394635
230,2022-08-19,Friday,21907.37,21491.51,-0.01898265286978773
231,2022-08-20,Saturday,21307.99,21334.48,0.0012431956275555933
232,2022-08-21,Sunday,21250.21,21362.73,0.0052950064964063515
233,2022-08-22,Monday,21098.01,21344.57,0.011686410234899025
234,2022-08-23,Tuesday,21305.34,21364.86,0.0027936658133593806
235,2022-08-24,Wednesday,21319.27,21747.55,0.02008886795842435
236,2022-08-25,Thursday,21744.22,21540.94,-0.009348691284396637
237,2022-08-26,Friday,21452.9,20584.44,-0.04048217257340514
238,2022-08-27,Saturday,20269.9,19880.84,-0.01919397727665162
239,2022-08-28,Sunday,20055.85,20123.7,0.003383052824986299
240,2022-08-29,Monday,19897.01,20296.48,0.02007688592406609
241,2022-08-30,Tuesday,20433.65,19835.1,-0.029292368225941168
242,2022-08-31,Wednesday,20258.09,20074.91,-0.009042313465879581
