,Date,market,Week_day,start,Finish,Open,Close,Change
37,2022-01-13,london,Thursday,08:00:00,14:29:59,43699.99,44189.52,0.011202062059968432
38,2022-01-13,new_york,Thursday,14:30:00,20:59:59,44189.53,42796.18,-0.03153122470413239
39,2022-01-14,tokyo,Friday,02:00:00,07:59:59,42581.12,42660.01,0.0018526990365683726
40,2022-01-14,london,Friday,08:00:00,14:29:59,42660.0,42286.17,-0.008763009845288328
41,2022-01-14,new_york,Friday,14:30:00,20:59:59,42286.17,43100.94,0.0192680018076834
42,2022-01-15,tokyo,Saturday,02:00:00,07:59:59,42967.8,43088.12,0.0028002364561368065
43,2022-01-15,london,Saturday,08:00:00,14:29:59,43088.12,42942.6,-0.0033772650094736623
44,2022-01-15,new_york,Saturday,14:30:00,20:59:59,42942.61,43485.0,0.012630578346309207
45,2022-01-16,tokyo,Sunday,02:00:00,07:59:59,42996.99,43202.21,0.004772892241991844
46,2022-01-16,london,Sunday,08:00:00,14:29:59,43202.21,43241.02,0.0008983336732077962
47,2022-01-16,new_york,Sunday,14:30:00,20:59:59,43241.03,43029.01,-0.00490321345259348
48,2022-01-17,tokyo,Monday,02:00:00,07:59:59,42894.05,42656.03,-0.005549021367765583
49,2022-01-17,london,Monday,08:00:00,14:29:59,42656.03,42708.79,0.0012368708480372526
50,2022-01-17,new_york,Monday,14:30:00,20:59:59,42708.79,42083.47,-0.014641482467660616
51,2022-01-18,tokyo,Tuesday,02:00:00,07:59:59,42260.9,42061.94,-0.004707897844106523
52,2022-01-18,london,Tuesday,08:00:00,14:29:59,42065.42,41511.99,-0.01315641208384466
53,2022-01-18,new_york,Tuesday,14:30:00,20:59:59,41511.99,41784.27,0.006559068837701965
54,2022-01-19,tokyo,Wednesday,02:00:00,07:59:59,42420.17,41287.1,-0.02671064260232814
55,2022-01-19,london,Wednesday,08:00:00,14:29:59,41287.1,42201.59,0.022149533389363762
56,2022-01-19,new_york,Wednesday,14:30:00,20:59:59,42201.59,41631.4,-0.013511102306808742
57,2022-01-20,tokyo,Thursday,02:00:00,07:59:59,41770.0,42058.31,0.00690232224084264
58,2022-01-20,london,Thursday,08:00:00,14:29:59,42058.31,42401.6,0.008162239519372116
59,2022-01-20,new_york,Thursday,14:30:00,20:59:59,42401.6,42723.71,0.007596647296328474
60,2022-01-21,tokyo,Friday,02:00:00,07:59:59,39763.0,39134.55,-0.015804893996931746
61,2022-01-21,london,Friday,08:00:00,14:29:59,39136.31,38604.42,-0.013590703875761445
62,2022-01-21,new_york,Friday,14:30:00,20:59:59,38604.42,38355.16,-0.006456773602608101
63,2022-01-22,tokyo,Saturday,02:00:00,07:59:59,36483.15,35400.02,-0.02968850003357726
64,2022-01-22,london,Saturday,08:00:00,14:29:59,35400.01,35496.84,0.002735309961776622
65,2022-01-22,new_york,Saturday,14:30:00,20:59:59,35496.85,35287.51,-0.005897424701064913
66,2022-01-23,tokyo,Sunday,02:00:00,07:59:59,35316.99,35571.19,0.007197668884013186
67,2022-01-23,london,Sunday,08:00:00,14:29:59,35571.19,35620.0,0.0013721778776587534
68,2022-01-23,new_york,Sunday,14:30:00,20:59:59,35619.99,35300.13,-0.008979789157717355
69,2022-01-24,tokyo,Monday,02:00:00,07:59:59,35650.01,34888.81,-0.02135202767124056
70,2022-01-24,london,Monday,08:00:00,14:29:59,34887.9,33603.99,-0.03680101123885371
71,2022-01-24,new_york,Monday,14:30:00,20:59:59,33603.99,37220.05,0.1076080548768168
72,2022-01-25,tokyo,Tuesday,02:00:00,07:59:59,36125.31,36044.01,-0.002250499718895016
73,2022-01-25,london,Tuesday,08:00:00,14:29:59,36044.01,36590.29,0.015155916336722752
74,2022-01-25,new_york,Tuesday,14:30:00,20:59:59,36590.27,36859.79,0.007365892626646442
75,2022-01-26,tokyo,Wednesday,02:00:00,07:59:59,36851.85,37338.59,0.013208020764222006
76,2022-01-26,london,Wednesday,08:00:00,14:29:59,37338.6,38401.58,0.028468662456546445
77,2022-01-26,new_york,Wednesday,14:30:00,20:59:59,38401.59,37015.05,-0.03610631747279203
78,2022-01-27,tokyo,Thursday,02:00:00,07:59:59,35882.21,36173.87,0.008128261887994093
79,2022-01-27,london,Thursday,08:00:00,14:29:59,36177.17,36896.2,0.01987524176158617
80,2022-01-27,new_york,Thursday,14:30:00,20:59:59,36896.2,35583.5,-0.03557818962386361
81,2022-01-28,tokyo,Friday,02:00:00,07:59:59,36880.79,36799.82,-0.002195451887012201
82,2022-01-28,london,Friday,08:00:00,14:29:59,36799.82,37054.8,0.006928838238882795
83,2022-01-28,new_york,Friday,14:30:00,20:59:59,37054.8,37758.01,0.018977568358215402
84,2022-01-29,tokyo,Saturday,02:00:00,07:59:59,37535.76,37836.99,0.00802514721961134
85,2022-01-29,london,Saturday,08:00:00,14:29:59,37836.98,38109.76,0.007209349160530287
86,2022-01-29,new_york,Saturday,14:30:00,20:59:59,38113.58,38340.03,0.005941451839475587
87,2022-01-30,tokyo,Sunday,02:00:00,07:59:59,37931.75,38244.98,0.008257726047440572
88,2022-01-30,london,Sunday,08:00:00,14:29:59,38244.98,37793.24,-0.011811746273628687
89,2022-01-30,new_york,Sunday,14:30:00,20:59:59,37793.24,37684.45,-0.0028785571176220826
90,2022-01-31,tokyo,Monday,02:00:00,07:59:59,36823.19,37121.83,0.008110106701782138
91,2022-01-31,london,Monday,08:00:00,14:29:59,37121.84,37352.41,0.006211168411910828
92,2022-01-31,new_york,Monday,14:30:00,20:59:59,37354.2,38450.62,0.029351987192872686
93,2022-02-01,tokyo,Tuesday,02:00:00,07:59:59,38238.18,38440.77,0.0052981078074321175
94,2022-02-01,london,Tuesday,08:00:00,14:29:59,38440.76,38903.71,0.012043206221729053
95,2022-02-01,new_york,Tuesday,14:30:00,20:59:59,38903.72,38512.08,-0.010066903627724999
96,2022-02-02,tokyo,Wednesday,02:00:00,07:59:59,38439.76,38284.69,-0.004034104271202543
97,2022-02-02,london,Wednesday,08:00:00,14:29:59,38282.14,38346.2,0.0016733651775997505
98,2022-02-02,new_york,Wednesday,14:30:00,20:59:59,38346.21,37566.0,-0.020346469703264036
99,2022-02-03,tokyo,Thursday,02:00:00,07:59:59,36845.52,37024.16,0.00484835062715927
100,2022-02-03,london,Thursday,08:00:00,14:29:59,37024.16,36558.53,-0.012576382556687471
101,2022-02-03,new_york,Thursday,14:30:00,20:59:59,36558.53,36367.4,-0.005228054847938313
102,2022-02-04,tokyo,Friday,02:00:00,07:59:59,37168.59,37869.31,0.018852477320231875
103,2022-02-04,london,Friday,08:00:00,14:29:59,37869.31,37778.41,-0.0024003606086299145
104,2022-02-04,new_york,Friday,14:30:00,20:59:59,37778.4,40588.0,0.07437053977934482
105,2022-02-05,tokyo,Saturday,02:00:00,07:59:59,41274.08,41379.99,0.002566017219523653
106,2022-02-05,london,Saturday,08:00:00,14:29:59,41379.99,41448.82,0.0016633643459074143
107,2022-02-05,new_york,Saturday,14:30:00,20:59:59,41448.83,41644.0,0.004708697446948351
108,2022-02-06,tokyo,Sunday,02:00:00,07:59:59,41606.04,41612.33,0.00015117997290770013
109,2022-02-06,london,Sunday,08:00:00,14:29:59,41612.32,41783.42,0.004111763054787554
110,2022-02-06,new_york,Sunday,14:30:00,20:59:59,41783.42,41569.99,-0.005108006955869104
111,2022-02-07,tokyo,Monday,02:00:00,07:59:59,42102.42,42723.92,0.014761621778510703
112,2022-02-07,london,Monday,08:00:00,14:29:59,42723.91,42930.04,0.004824698863001853
113,2022-02-07,new_york,Monday,14:30:00,20:59:59,42930.03,44131.88,0.02799555462691261
114,2022-02-08,tokyo,Tuesday,02:00:00,07:59:59,44042.34,44855.0,0.018451789800451257
115,2022-02-08,london,Tuesday,08:00:00,14:29:59,44855.0,43597.45,-0.028035893434399828
116,2022-02-08,new_york,Tuesday,14:30:00,20:59:59,43597.45,44271.95,0.01547108833200106
117,2022-02-09,tokyo,Wednesday,02:00:00,07:59:59,43861.22,43807.75,-0.0012190723377051293
118,2022-02-09,london,Wednesday,08:00:00,14:29:59,43807.75,43975.66,0.0038328834509875342
119,2022-02-09,new_york,Wednesday,14:30:00,20:59:59,43975.65,44765.18,0.01795379943218567
120,2022-02-10,tokyo,Thursday,02:00:00,07:59:59,44253.23,44092.42,-0.0036338590426056028
121,2022-02-10,london,Thursday,08:00:00,14:29:59,44092.43,43522.99,-0.01291468853043487
122,2022-02-10,new_york,Thursday,14:30:00,20:59:59,43523.0,44102.4,0.013312501436022472
123,2022-02-11,tokyo,Friday,02:00:00,07:59:59,43169.78,43359.25,0.004388949862612179
124,2022-02-11,london,Friday,08:00:00,14:29:59,43359.24,43598.63,0.0055210838566357445
125,2022-02-11,new_york,Friday,14:30:00,20:59:59,43598.64,42338.66,-0.028899525306293916
126,2022-02-12,tokyo,Saturday,02:00:00,07:59:59,42447.83,42103.94,-0.008101474209635695
127,2022-02-12,london,Saturday,08:00:00,14:29:59,42103.94,42057.05,-0.0011136724971582135
128,2022-02-12,new_york,Saturday,14:30:00,20:59:59,42057.06,42622.67,0.013448633832227053
129,2022-02-13,tokyo,Sunday,02:00:00,07:59:59,42233.77,42412.4,0.004229553743367198
130,2022-02-13,london,Sunday,08:00:00,14:29:59,42412.39,42487.0,0.001759155756136277
131,2022-02-13,new_york,Sunday,14:30:00,20:59:59,42487.0,42441.44,-0.0010723280062135965
132,2022-02-14,tokyo,Monday,02:00:00,07:59:59,41670.16,42314.42,0.015460943754475487
133,2022-02-14,london,Monday,08:00:00,14:29:59,42314.42,42653.84,0.00802137900035027
134,2022-02-14,new_york,Monday,14:30:00,20:59:59,42653.83,42180.5,-0.011097010514647843
135,2022-02-15,tokyo,Tuesday,02:00:00,07:59:59,43465.97,43691.57,0.005190267236645063
136,2022-02-15,london,Tuesday,08:00:00,14:29:59,43691.57,44253.38,0.012858544565919727
137,2022-02-15,new_york,Tuesday,14:30:00,20:59:59,44253.37,44140.76,-0.0025446649599792925
138,2022-02-16,tokyo,Wednesday,02:00:00,07:59:59,43988.68,44184.2,0.004444779884279271
139,2022-02-16,london,Wednesday,08:00:00,14:29:59,44184.19,43642.84,-0.012252120045654458
140,2022-02-16,new_york,Wednesday,14:30:00,20:59:59,43642.83,44093.62,0.010329073527083343
141,2022-02-17,tokyo,Thursday,02:00:00,07:59:59,44006.09,43919.46,-0.0019685911654500066
142,2022-02-17,london,Thursday,08:00:00,14:29:59,43919.46,42159.5,-0.04007244169213375
143,2022-02-17,new_york,Thursday,14:30:00,20:59:59,42159.51,40882.85,-0.03028166124321663
144,2022-02-18,tokyo,Friday,02:00:00,07:59:59,40784.36,40665.81,-0.002906751509647365
145,2022-02-18,london,Friday,08:00:00,14:29:59,40665.81,40363.61,-0.007431304085667945
146,2022-02-18,new_york,Friday,14:30:00,20:59:59,40363.61,40025.79,-0.008369419880927431
147,2022-02-19,tokyo,Saturday,02:00:00,07:59:59,40151.38,40263.71,0.002797662247225441
148,2022-02-19,london,Saturday,08:00:00,14:29:59,40263.7,39872.97,-0.009704274569897864
149,2022-02-19,new_york,Saturday,14:30:00,20:59:59,39872.98,40061.87,0.004737293274793997
150,2022-02-20,tokyo,Sunday,02:00:00,07:59:59,39997.17,38796.64,-0.03001537358768125
151,2022-02-20,london,Sunday,08:00:00,14:29:59,38796.63,38186.0,-0.015739253641359974
152,2022-02-20,new_york,Sunday,14:30:00,20:59:59,38185.99,38317.72,0.00344969450837862
153,2022-02-21,tokyo,Monday,02:00:00,07:59:59,39135.57,39294.07,0.004050024057398405
154,2022-02-21,london,Monday,08:00:00,14:29:59,39294.06,38596.49,-0.01775255598428871
155,2022-02-21,new_york,Monday,14:30:00,20:59:59,38596.5,38249.99,-0.00897775705050985
156,2022-02-22,tokyo,Tuesday,02:00:00,07:59:59,37243.26,36771.66,-0.012662693867293018
157,2022-02-22,london,Tuesday,08:00:00,14:29:59,36771.65,37520.39,0.020361882047718716
158,2022-02-22,new_york,Tuesday,14:30:00,20:59:59,37520.39,37908.98,0.010356768679643302
159,2022-02-23,tokyo,Wednesday,02:00:00,07:59:59,38062.5,38151.17,0.002329589490968731
160,2022-02-23,london,Wednesday,08:00:00,14:29:59,38151.16,38909.99,0.01989008984261531
161,2022-02-23,new_york,Wednesday,14:30:00,20:59:59,38910.0,37677.98,-0.03166332562323304
162,2022-02-24,tokyo,Thursday,02:00:00,07:59:59,36949.63,35312.05,-0.04431925299387285
163,2022-02-24,london,Thursday,08:00:00,14:29:59,35312.04,35300.01,-0.0003406770042172491
164,2022-02-24,new_york,Thursday,14:30:00,20:59:59,35300.26,38418.97,0.08834807449010285
165,2022-02-25,tokyo,Friday,02:00:00,07:59:59,38562.38,38466.24,-0.002493103382104511
166,2022-02-25,london,Friday,08:00:00,14:29:59,38466.25,39251.6,0.02041659896662651
167,2022-02-25,new_york,Friday,14:30:00,20:59:59,39251.59,39109.06,-0.0036311904817103446
168,2022-02-26,tokyo,Saturday,02:00:00,07:59:59,39704.82,39200.0,-0.012714325364023837
169,2022-02-26,london,Saturday,08:00:00,14:29:59,39200.0,39124.45,-0.0019272959183673777
170,2022-02-26,new_york,Saturday,14:30:00,20:59:59,39124.44,39322.55,0.005063586852616986
171,2022-02-27,tokyo,Sunday,02:00:00,07:59:59,38240.04,38790.93,0.014406104177715262
172,2022-02-27,london,Sunday,08:00:00,14:29:59,38790.92,38910.36,0.003079071081583118
173,2022-02-27,new_york,Sunday,14:30:00,20:59:59,38910.36,37966.6,-0.024254722906701498
174,2022-02-28,tokyo,Monday,02:00:00,07:59:59,37970.86,38347.58,0.009921292275181681
175,2022-02-28,london,Monday,08:00:00,14:29:59,38347.58,38992.97,0.016830005961262717
176,2022-02-28,new_york,Monday,14:30:00,20:59:59,38992.97,41908.07,0.07475962974864436
177,2022-03-01,tokyo,Tuesday,02:00:00,07:59:59,43259.89,43492.96,0.0053876697328634204
178,2022-03-01,london,Tuesday,08:00:00,14:29:59,43492.96,44435.87,0.021679600560642553
179,2022-03-01,new_york,Tuesday,14:30:00,20:59:59,44435.86,44084.63,-0.007904201696557811
180,2022-03-02,tokyo,Wednesday,02:00:00,07:59:59,44027.69,43973.09,-0.0012401286553985758
181,2022-03-02,london,Wednesday,08:00:00,14:29:59,43973.09,43730.01,-0.005527926284006779
182,2022-03-02,new_york,Wednesday,14:30:00,20:59:59,43730.0,43803.31,0.0016764235078892131
183,2022-03-03,tokyo,Thursday,02:00:00,07:59:59,43825.87,43477.05,-0.007959225909263123
184,2022-03-03,london,Thursday,08:00:00,14:29:59,43477.04,43814.33,0.007757887841490563
185,2022-03-03,new_york,Thursday,14:30:00,20:59:59,43814.33,42030.31,-0.040717728651790464
186,2022-03-04,tokyo,Friday,02:00:00,07:59:59,41510.58,41436.98,-0.0017730419570143319
187,2022-03-04,london,Friday,08:00:00,14:29:59,41436.98,41337.55,-0.002399547457367812
188,2022-03-04,new_york,Friday,14:30:00,20:59:59,41337.54,39469.36,-0.045193303713767174
189,2022-03-05,tokyo,Saturday,02:00:00,07:59:59,38987.25,39016.73,0.0007561446370287772
190,2022-03-05,london,Saturday,08:00:00,14:29:59,39016.74,39050.41,0.0008629629230940683
191,2022-03-05,new_york,Saturday,14:30:00,20:59:59,39050.41,39451.91,0.010281582190814431
192,2022-03-06,tokyo,Sunday,02:00:00,07:59:59,39446.94,39387.57,-0.00150505970805348
193,2022-03-06,london,Sunday,08:00:00,14:29:59,39387.56,38760.2,-0.01592787164272169
194,2022-03-06,new_york,Sunday,14:30:00,20:59:59,38760.21,38854.99,0.0024452911890828766
195,2022-03-07,tokyo,Monday,02:00:00,07:59:59,38324.68,37895.24,-0.011205312086102315
196,2022-03-07,london,Monday,08:00:00,14:29:59,37895.24,39212.66,0.034764788400865276
197,2022-03-07,new_york,Monday,14:30:00,20:59:59,39212.66,37590.01,-0.041380768353893926
198,2022-03-08,tokyo,Tuesday,02:00:00,07:59:59,38268.97,38547.79,0.00728579838966148
199,2022-03-08,london,Tuesday,08:00:00,14:29:59,38547.79,38733.27,0.004811689593618551
200,2022-03-08,new_york,Tuesday,14:30:00,20:59:59,38733.28,38512.51,-0.00569974967263287
201,2022-03-09,tokyo,Wednesday,02:00:00,07:59:59,39215.42,41791.1,0.06568028596914166
202,2022-03-09,london,Wednesday,08:00:00,14:29:59,41791.1,42121.85,0.007914364541732555
203,2022-03-09,new_york,Wednesday,14:30:00,20:59:59,42121.86,41841.64,-0.006652602710326638
204,2022-03-10,tokyo,Thursday,02:00:00,07:59:59,40930.7,39238.9,-0.04133327795517783
205,2022-03-10,london,Thursday,08:00:00,14:29:59,39238.9,39067.56,-0.004366585199890971
206,2022-03-10,new_york,Thursday,14:30:00,20:59:59,39067.56,39612.11,0.013938674439867738
207,2022-03-11,tokyo,Friday,02:00:00,07:59:59,38679.23,39132.09,0.011708092431002237
208,2022-03-11,london,Friday,08:00:00,14:29:59,39132.1,39411.97,0.007151928979022504
209,2022-03-11,new_york,Friday,14:30:00,20:59:59,39411.97,38364.9,-0.02656730937326912
210,2022-03-12,tokyo,Saturday,02:00:00,07:59:59,39184.99,39104.99,-0.0020415980710981607
211,2022-03-12,london,Saturday,08:00:00,14:29:59,39104.99,39036.25,-0.0017578319288663602
212,2022-03-12,new_york,Saturday,14:30:00,20:59:59,39036.25,39128.08,0.002352428832175235
213,2022-03-13,tokyo,Sunday,02:00:00,07:59:59,38993.0,39089.77,0.0024817274895492236
214,2022-03-13,london,Sunday,08:00:00,14:29:59,39089.76,38886.03,-0.005211850878593327
215,2022-03-13,new_york,Sunday,14:30:00,20:59:59,38886.02,38683.99,-0.005195440417918751
216,2022-03-14,tokyo,Monday,02:00:00,07:59:59,38064.35,39078.92,0.026654073956339674
217,2022-03-14,london,Monday,08:00:00,14:29:59,39078.91,38976.0,-0.002633389723510793
218,2022-03-14,new_york,Monday,14:30:00,20:59:59,38975.6,38723.35,-0.006471997865331147
219,2022-03-15,tokyo,Tuesday,02:00:00,07:59:59,38826.87,38439.5,-0.009976853658304252
220,2022-03-15,london,Tuesday,08:00:00,14:29:59,38439.5,39030.53,0.015375590213192236
221,2022-03-15,new_york,Tuesday,14:30:00,20:59:59,39030.54,39432.05,0.010287072635940975
222,2022-03-16,tokyo,Wednesday,02:00:00,07:59:59,39512.49,39581.0,0.0017338821218304545
223,2022-03-16,london,Wednesday,08:00:00,14:29:59,39581.01,40925.0,0.03395542458365752
224,2022-03-16,new_york,Wednesday,14:30:00,20:59:59,40925.01,41246.0,0.007843370105468539
225,2022-03-17,tokyo,Thursday,02:00:00,07:59:59,41213.8,40726.05,-0.01183462820705683
226,2022-03-17,london,Thursday,08:00:00,14:29:59,40726.06,41014.1,0.007072621314215155
227,2022-03-17,new_york,Thursday,14:30:00,20:59:59,41014.09,40696.52,-0.00774294882563531
228,2022-03-18,tokyo,Friday,02:00:00,07:59:59,40541.73,40570.67,0.0007138323894908538
229,2022-03-18,london,Friday,08:00:00,14:29:59,40570.67,40747.99,0.004370645099033288
230,2022-03-18,new_york,Friday,14:30:00,20:59:59,40748.0,41720.01,0.02385417689211744
231,2022-03-19,tokyo,Saturday,02:00:00,07:59:59,41719.12,41610.0,-0.002615587289473087
232,2022-03-19,london,Saturday,08:00:00,14:29:59,41609.99,41747.47,0.00330401425234661
233,2022-03-19,new_york,Saturday,14:30:00,20:59:59,41747.48,42191.28,0.010630581774037529
234,2022-03-20,tokyo,Sunday,02:00:00,07:59:59,41965.15,41863.99,-0.0024105716290779844
235,2022-03-20,london,Sunday,08:00:00,14:29:59,41863.99,41495.85,-0.008793715075892217
236,2022-03-20,new_york,Sunday,14:30:00,20:59:59,41495.86,41283.14,-0.005126294526731079
237,2022-03-21,tokyo,Monday,02:00:00,07:59:59,41226.0,41102.01,-0.0030075680395865723
238,2022-03-21,london,Monday,08:00:00,14:29:59,41102.0,40843.99,-0.006277310106564182
239,2022-03-21,new_york,Monday,14:30:00,20:59:59,40843.99,41120.01,0.0067579097928485155
240,2022-03-22,tokyo,Tuesday,02:00:00,07:59:59,41180.69,42215.94,0.025139209663558315
241,2022-03-22,london,Tuesday,08:00:00,14:29:59,42215.95,42947.84,0.017336812271191215
242,2022-03-22,new_york,Tuesday,14:30:00,20:59:59,42947.85,42588.59,-0.008365028749984016
243,2022-03-23,tokyo,Wednesday,02:00:00,07:59:59,42322.66,42107.74,-0.005078130722407481
244,2022-03-23,london,Wednesday,08:00:00,14:29:59,42107.73,42282.51,0.004150781816070426
245,2022-03-23,new_york,Wednesday,14:30:00,20:59:59,42282.51,42349.72,0.0015895461267554367
246,2022-03-24,tokyo,Thursday,02:00:00,07:59:59,42827.45,43077.74,0.005844149021246858
247,2022-03-24,london,Thursday,08:00:00,14:29:59,43077.75,42959.09,-0.002754554265253062
248,2022-03-24,new_york,Thursday,14:30:00,20:59:59,42959.1,43869.99,0.02120365650118372
249,2022-03-25,tokyo,Friday,02:00:00,07:59:59,44130.76,43904.97,-0.005116385940328261
250,2022-03-25,london,Friday,08:00:00,14:29:59,43904.97,44875.27,0.0221000037125636
251,2022-03-25,new_york,Friday,14:30:00,20:59:59,44875.26,44550.51,-0.00723672687356014
252,2022-03-26,tokyo,Saturday,02:00:00,07:59:59,44295.04,44510.07,0.004854493866581766
253,2022-03-26,london,Saturday,08:00:00,14:29:59,44510.07,44226.88,-0.00636238046806048
254,2022-03-26,new_york,Saturday,14:30:00,20:59:59,44226.89,44571.92,0.007801362474277429
255,2022-03-27,tokyo,Sunday,02:00:00,07:59:59,44724.96,44734.06,0.0002034658052236793
256,2022-03-27,london,Sunday,08:00:00,14:29:59,44734.06,44714.79,-0.00043076796517005356
257,2022-03-27,new_york,Sunday,14:30:00,20:59:59,44714.79,46115.8,0.03133213865032136
258,2022-03-28,tokyo,Monday,02:00:00,07:59:59,46810.5,46989.24,0.0038183740827377743
259,2022-03-28,london,Monday,08:00:00,14:29:59,46989.24,47568.5,0.012327503062403267
260,2022-03-28,new_york,Monday,14:30:00,20:59:59,47568.5,47934.68,0.0076979513753849815
261,2022-03-29,tokyo,Tuesday,02:00:00,07:59:59,47537.05,47344.44,-0.004051786974580862
262,2022-03-29,london,Tuesday,08:00:00,14:29:59,47344.45,47789.0,0.009389696152347415
263,2022-03-29,new_york,Tuesday,14:30:00,20:59:59,47789.0,47477.84,-0.0065111218062734455
264,2022-03-30,tokyo,Wednesday,02:00:00,07:59:59,46865.28,47384.44,0.011077710407363384
265,2022-03-30,london,Wednesday,08:00:00,14:29:59,47384.44,47110.85,-0.005773836305757785
266,2022-03-30,new_york,Wednesday,14:30:00,20:59:59,47110.86,47258.88,0.003141950709454111
267,2022-03-31,tokyo,Thursday,02:00:00,07:59:59,47400.0,47160.76,-0.005047257383966164
268,2022-03-31,london,Thursday,08:00:00,14:29:59,47160.75,46353.61,-0.017114655725364858
269,2022-03-31,new_york,Thursday,14:30:00,20:59:59,46353.61,45745.46,-0.013119798004945116
270,2022-04-01,tokyo,Friday,02:00:00,07:59:59,44923.77,45015.69,0.002046132815656465
271,2022-04-01,london,Friday,08:00:00,14:29:59,45015.68,45628.24,0.013607702915961584
272,2022-04-01,new_york,Friday,14:30:00,20:59:59,45628.24,46145.38,0.011333770489503792
273,2022-04-02,tokyo,Saturday,02:00:00,07:59:59,46745.49,46584.49,-0.0034441825296943618
274,2022-04-02,london,Saturday,08:00:00,14:29:59,46584.49,46705.82,0.002604514936194402
275,2022-04-02,new_york,Saturday,14:30:00,20:59:59,46705.83,46181.06,-0.011235642317029892
276,2022-04-03,tokyo,Sunday,02:00:00,07:59:59,45845.99,46363.82,0.011294990030753072
277,2022-04-03,london,Sunday,08:00:00,14:29:59,46363.83,46379.5,0.00033797898059750864
278,2022-04-03,new_york,Sunday,14:30:00,20:59:59,46379.5,46365.02,-0.0003122069017562623
279,2022-04-04,tokyo,Monday,02:00:00,07:59:59,45863.28,46173.99,0.0067747008063967495
280,2022-04-04,london,Monday,08:00:00,14:29:59,46174.0,46121.99,-0.0011263914757223548
281,2022-04-04,new_york,Monday,14:30:00,20:59:59,46122.0,46307.5,0.004021941806513052
