,Date,Week_day,Open,Close,Change
129,2022-05-10,Tuesday,31625.85,31009.27,-0.019496076785287975
130,2022-05-11,Wednesday,31147.72,28486.14,-0.08545023520180617
131,2022-05-12,Thursday,28748.22,28617.1,-0.004560978036205476
132,2022-05-13,Friday,30879.65,29798.11,-0.03502436070357018
133,2022-05-14,Saturday,28888.47,29380.36,0.017027208432983887
134,2022-05-15,Sunday,29920.0,31058.19,0.03804110962566831
135,2022-05-16,Monday,29787.75,29943.48,0.005227988015207519
136,2022-05-17,Tuesday,30339.34,30106.56,-0.007672546601211416
137,2022-05-18,Wednesday,29370.01,29236.47,-0.004546814931285281
138,2022-05-19,Thursday,29746.94,30270.19,0.017590044555843454
139,2022-05-20,Friday,29933.08,29141.88,-0.026432294972652315
140,2022-05-21,Saturday,29278.0,29429.29,0.005167361158549211
141,2022-05-22,Sunday,30013.93,29938.75,-0.002504836920723119
142,2022-05-23,Monday,30222.79,29345.89,-0.029014528440292953
143,2022-05-24,Tuesday,28928.98,29462.95,0.01845796153200019
144,2022-05-25,Wednesday,29861.03,29792.24,-0.002303671373693361
145,2022-05-26,Thursday,29091.86,29460.01,0.012654742598101176
146,2022-05-27,Friday,29171.7,28755.88,-0.014254225842168955
147,2022-05-28,Saturday,28997.83,29026.27,0.000980763043303634
148,2022-05-29,Sunday,29351.19,29182.95,-0.005731965211631884
149,2022-05-30,Monday,30667.97,31277.18,0.019864699228543614
150,2022-05-31,Tuesday,31500.0,31813.65,0.009957142857142998
151,2022-06-01,Wednesday,31356.03,29636.09,-0.05485196946169524
152,2022-06-02,Thursday,29867.95,30243.74,0.012581713843768938
153,2022-06-03,Friday,29598.37,29662.43,0.0021643083723867917
154,2022-06-04,Saturday,29737.11,29749.77,0.0004257306779307246
155,2022-06-05,Sunday,29755.71,29945.84,0.006389697977295716
156,2022-06-06,Monday,31698.57,31462.49,-0.0074476545787396375
157,2022-06-07,Tuesday,29693.17,31350.33,0.055809467295004245
158,2022-06-08,Wednesday,30503.52,30202.53,-0.00986738579678681
159,2022-06-09,Thursday,30256.64,30185.93,-0.0023370076783145732
160,2022-06-10,Friday,29453.62,29204.02,-0.008474340335754893
161,2022-06-11,Saturday,28622.76,28408.17,-0.0074971805653961665
162,2022-06-12,Sunday,27462.01,27377.0,-0.0030955490876304337
163,2022-06-13,Monday,23427.21,23245.83,-0.007742279170246835
164,2022-06-14,Tuesday,22125.32,21989.87,-0.006121945354914726
165,2022-06-15,Wednesday,21376.16,21681.79,0.014297703610002932
166,2022-06-16,Thursday,21047.34,20712.58,-0.01590509774631843
167,2022-06-17,Friday,20488.27,20652.65,0.008023127379715334
168,2022-06-18,Saturday,19191.89,17809.0,-0.07205595696932399
169,2022-06-19,Sunday,19368.88,20639.48,0.06560007599819917
170,2022-06-20,Monday,20634.91,20455.54,-0.008692550633852991
171,2022-06-21,Tuesday,21519.33,20859.86,-0.03064547083947322
172,2022-06-22,Wednesday,20800.77,19879.97,-0.044267592017026236
173,2022-06-23,Thursday,20464.11,20815.25,0.017158820979754186
174,2022-06-24,Friday,21250.99,21200.42,-0.0023796538420094437
175,2022-06-25,Saturday,21090.75,21226.14,0.006419401870488173
176,2022-06-26,Sunday,21471.68,21401.73,-0.0032577795496206985
177,2022-06-27,Monday,20680.0,20913.56,0.011294003868472124
178,2022-06-28,Tuesday,20840.0,20277.57,-0.026988003838771646
179,2022-06-29,Wednesday,20118.56,20224.04,0.005242919970415372
180,2022-06-30,Thursday,18940.88,18755.93,-0.009764593830909662
181,2022-07-01,Friday,19342.07,19431.77,0.004637559475278552
182,2022-07-02,Saturday,19310.82,19263.3,-0.0024607965896839
183,2022-07-03,Sunday,19049.7,19445.43,0.0207735554890629
184,2022-07-04,Monday,19587.95,19782.79,0.009946931659515101
185,2022-07-05,Tuesday,19509.3,20458.93,0.048675759765855364
186,2022-07-06,Wednesday,20187.82,20399.74,0.010497418740607056
187,2022-07-07,Thursday,20722.52,21624.03,0.04350387887187468
188,2022-07-08,Friday,21461.06,21855.41,0.01837514083647296
189,2022-07-09,Saturday,21652.85,21680.6,0.00128158648861465
190,2022-07-10,Sunday,20951.33,20987.27,0.001715404224934547
191,2022-07-11,Monday,20390.43,20431.78,0.002027912113672814
192,2022-07-12,Tuesday,19790.38,19461.99,-0.01659341558878602
193,2022-07-13,Wednesday,19250.75,19670.02,0.021779411191771736
194,2022-07-14,Thursday,19746.57,20682.33,0.047388483164418016
195,2022-07-15,Friday,20980.01,20933.89,-0.002198283032276871
196,2022-07-16,Saturday,20798.25,21211.36,0.01986272883535878
197,2022-07-17,Sunday,21182.08,20935.47,-0.011642388282925964
198,2022-07-18,Monday,22043.12,21493.18,-0.024948373914400412
199,2022-07-19,Tuesday,22284.15,23300.14,0.04559249511424035
200,2022-07-20,Wednesday,23995.84,23259.7,-0.030677817488364623
201,2022-07-21,Thursday,22456.4,23120.65,0.029579540799059556
202,2022-07-22,Friday,23488.0,22604.97,-0.037594942098092554
203,2022-07-23,Saturday,22239.73,22325.82,0.0038710002324668924
204,2022-07-24,Sunday,22758.22,22718.33,-0.0017527732836750687
205,2022-07-25,Monday,21771.24,22167.91,0.01821990846639876
206,2022-07-26,Tuesday,20884.62,20983.99,0.004758046830634299
207,2022-07-27,Wednesday,21453.66,22776.58,0.061664070373073976
208,2022-07-28,Thursday,22898.12,24025.88,0.049251204902411194
209,2022-07-29,Friday,24127.91,23941.24,-0.007736683367933539
210,2022-07-30,Saturday,24551.13,23963.03,-0.023954090911497805
211,2022-07-31,Sunday,23786.08,23797.15,0.00046539824973268473
212,2022-08-01,Monday,23325.1,23118.88,-0.008841119652220009
213,2022-08-02,Tuesday,23079.75,23030.58,-0.0021304390212197877
214,2022-08-03,Wednesday,23356.17,23322.38,-0.00144672692483383
215,2022-08-04,Thursday,22877.73,22511.22,-0.0160203831411595
216,2022-08-05,Friday,23238.43,22983.39,-0.010974923865338604
217,2022-08-06,Saturday,23197.49,23172.41,-0.0010811514521614773
218,2022-08-07,Sunday,23099.69,23264.01,0.007113515376180324
219,2022-08-08,Monday,24145.5,24066.49,-0.00327224534592363
220,2022-08-09,Tuesday,23042.52,23137.35,0.004115435290931613
221,2022-08-10,Wednesday,23918.31,23893.94,-0.0010188846954488628
222,2022-08-11,Thursday,24639.28,24203.27,-0.017695728121925547
223,2022-08-12,Friday,23832.83,24225.2,0.016463424612183974
224,2022-08-13,Saturday,24478.84,24486.13,0.00029780822947489405
225,2022-08-14,Sunday,24495.92,24312.41,-0.007491451637660407
226,2022-08-15,Monday,24117.6,24066.82,-0.002105516303446353
227,2022-08-16,Tuesday,23837.53,23979.93,0.005973773289430717
228,2022-08-17,Wednesday,23412.38,23402.39,-0.00042669732850741937
229,2022-08-18,Thursday,23394.86,23414.84,0.0008540337492937145
230,2022-08-19,Friday,21439.17,21273.76,-0.007715317337378291
231,2022-08-20,Saturday,21294.13,20819.72,-0.0222789097277043
232,2022-08-21,Sunday,21390.21,21468.43,0.00365681309346666
233,2022-08-22,Monday,21215.12,21130.11,-0.004007047803641806
234,2022-08-23,Tuesday,21570.83,21478.35,-0.0042872712825609005
235,2022-08-24,Wednesday,21527.6,21691.93,0.007633456585964149
236,2022-08-25,Thursday,21691.48,21646.11,-0.0020916046300205604
237,2022-08-26,Friday,21449.71,20647.78,-0.037386519444785105
238,2022-08-27,Saturday,20200.34,20007.99,-0.00952211695446703
239,2022-08-28,Sunday,19859.0,19988.03,0.006497306007351877
240,2022-08-29,Monday,20296.82,20175.81,-0.0059620176953827375
241,2022-08-30,Tuesday,20105.58,19975.32,-0.006478798423124377
242,2022-08-31,Wednesday,20277.03,,
