,Date,Week_day,Market,Start,Finish,Open,Close,Change,Change_pct,Volume
0,2022-01-01,Saturday,tokyo,02:00:00,07:59:59,46778.14,47194.73,416.5900000000038,0.008905655504900523,4412.0876
1,2022-01-01,Saturday,london,08:00:00,14:29:59,47194.73,47024.1,-170.63000000000466,-0.0036154460466243377,5187.39257
2,2022-01-01,Saturday,new_york,14:30:00,20:59:59,47024.11,47391.82,367.7099999999991,0.007819605729911805,4737.434230000001
3,2022-01-02,Sunday,tokyo,02:00:00,07:59:59,47377.97,47173.45,-204.52000000000407,-0.004316774230723741,4872.448240000001
4,2022-01-02,Sunday,london,08:00:00,14:29:59,47173.44,47056.24,-117.20000000000437,-0.002484448876316936,7083.5907
5,2022-01-02,Sunday,new_york,14:30:00,20:59:59,47056.24,47007.14,-49.099999999998545,-0.0010434322844323773,6259.929530000001
6,2022-01-03,Monday,tokyo,02:00:00,07:59:59,47116.22,47051.37,-64.84999999999854,-0.0013763837591385109,6508.183690000001
7,2022-01-03,Monday,london,08:00:00,14:29:59,47051.36,47083.72,32.36000000000058,0.0006877590785898668,7723.0110700000005
8,2022-01-03,Monday,new_york,14:30:00,20:59:59,47083.72,45922.0,-1161.7200000000012,-0.02467349648668371,8838.73634
9,2022-01-04,Tuesday,tokyo,02:00:00,07:59:59,46054.99,46550.0,495.01000000000204,0.010748238138798882,10897.142240000001
10,2022-01-04,Tuesday,london,08:00:00,14:29:59,46549.99,46905.54,355.5500000000029,0.007638025271326621,9647.8306
11,2022-01-04,Tuesday,new_york,14:30:00,20:59:59,46905.53,46264.92,-640.6100000000006,-0.013657451477469773,10325.32994
12,2022-01-05,Wednesday,tokyo,02:00:00,07:59:59,46111.5,46407.51,296.01000000000204,0.006419439836049534,11858.35703
13,2022-01-05,Wednesday,london,08:00:00,14:29:59,46407.5,46402.91,-4.5899999999965075,-9.890642676280148e-05,12751.018049999997
14,2022-01-05,Wednesday,new_york,14:30:00,20:59:59,46402.91,43967.01,-2435.9000000000015,-0.05249455260456726,15156.524909999998
15,2022-01-06,Thursday,tokyo,02:00:00,07:59:59,43542.69,43245.25,-297.4400000000023,-0.006830997349957069,9622.58375
16,2022-01-06,Thursday,london,08:00:00,14:29:59,43245.26,42882.96,-362.3000000000029,-0.008377796780502766,10085.10557
17,2022-01-06,Thursday,new_york,14:30:00,20:59:59,42882.96,43221.5,338.5400000000009,0.007894511013232242,13405.796849999999
18,2022-01-07,Friday,tokyo,02:00:00,07:59:59,43008.9,41706.71,-1302.1900000000023,-0.030277221691324407,9335.54076
19,2022-01-07,Friday,london,08:00:00,14:29:59,41706.71,41857.99,151.27999999999884,0.003627234082956843,9126.56411
20,2022-01-07,Friday,new_york,14:30:00,20:59:59,41857.99,41922.2,64.20999999999913,0.0015339962573452937,6761.591690000001
