;Date;Week_day;Open;Close;Change
71;13/03/22;Sunday; 38,807.35 ; 39,122.07 ;0.81%
72;14/03/22;Monday; 37,777.35 ; 38,468.03 ;1.83%
73;15/03/22;Tuesday; 39,671.37 ; 38,755.98 ;-2.31%
74;16/03/22;Wednesday; 39,280.33 ; 39,321.24 ;0.10%
75;17/03/22;Thursday; 41,114.01 ; 41,062.31 ;-0.13%
76;18/03/22;Friday; 40,917.89 ; 40,757.01 ;-0.39%
77;19/03/22;Saturday; 41,757.51 ; 41,737.21 ;-0.05%
78;20/03/22;Sunday; 42,201.13 ; 41,897.05 ;-0.72%
79;21/03/22;Monday; 41,262.11 ; 40,945.18 ;-0.77%
80;22/03/22;Tuesday; 41,002.26 ; 42,850.00 ;4.51%
81;23/03/22;Wednesday; 42,364.13 ; 42,021.36 ;-0.81%
82;24/03/22;Thursday; 42,882.76 ; 43,012.49 ;0.30%
83;25/03/22;Friday; 43,991.46 ; 44,074.21 ;0.19%
84;26/03/22;Saturday; 44,313.16 ; 44,498.45 ;0.42%
85;27/03/22;Sunday; 44,511.27 ; 44,639.00 ;0.29%
86;28/03/22;Monday; 46,827.76 ; 47,056.19 ;0.49%
87;29/03/22;Tuesday; 47,122.21 ; 47,641.03 ;1.10%
88;30/03/22;Wednesday; 47,434.79 ; 47,484.99 ;0.11%
89;31/03/22;Thursday; 47,067.99 ; 47,095.23 ;0.06%
90;1/04/22;Friday; 45,510.35 ; 44,646.16 ;-1.90%
91;2/04/22;Saturday; 46,283.49 ; 46,541.38 ;0.56%
92;3/04/22;Sunday; 45,810.99 ; 46,355.93 ;1.19%
93;4/04/22;Monday; 46,407.36 ; 46,231.67 ;-0.38%
94;5/04/22;Tuesday; 46,580.50 ; 46,699.99 ;0.26%
95;6/04/22;Wednesday; 45,497.54 ; 45,375.00 ;-0.27%
96;7/04/22;Thursday; 43,170.47 ; 43,399.99 ;0.53%
97;8/04/22;Friday; 43,444.20 ; 43,654.30 ;0.48%
98;9/04/22;Saturday; 42,252.02 ; 42,586.04 ;0.79%
99;10/04/22;Sunday; 42,753.96 ; 42,656.70 ;-0.23%
100;11/04/22;Monday; 42,158.85 ; 42,287.60 ;0.31%
101;12/04/22;Tuesday; 39,530.45 ; 40,105.78 ;1.46%
102;13/04/22;Wednesday; 40,074.95 ; 40,187.90 ;0.28%
103;14/04/22;Thursday; 41,147.78 ; 41,308.44 ;0.39%
104;15/04/22;Friday; 39,942.37 ; 40,132.73 ;0.48%
105;16/04/22;Saturday; 40,551.90 ; 40,456.82 ;-0.23%
106;17/04/22;Sunday; 40,378.70 ; 40,364.48 ;-0.04%
107;18/04/22;Monday; 39,678.11 ; 38,922.21 ;-1.91%
108;19/04/22;Tuesday; 40,801.13 ; 40,660.96 ;-0.34%
109;20/04/22;Wednesday; 41,493.19 ; 41,443.99 ;-0.12%
110;21/04/22;Thursday; 41,358.19 ; 41,462.76 ;0.25%
111;22/04/22;Friday; 40,480.01 ; 40,669.26 ;0.47%
112;23/04/22;Saturday; 39,709.19 ; 39,570.00 ;-0.35%
113;24/04/22;Sunday; 39,441.61 ; 39,667.21 ;0.57%
114;25/04/22;Monday; 39,450.12 ; 38,975.22 ;-1.20%
115;26/04/22;Tuesday; 40,426.08 ; 40,589.58 ;0.40%
116;27/04/22;Wednesday; 38,112.64 ; 38,410.13 ;0.78%
117;28/04/22;Thursday; 39,235.72 ; 39,321.03 ;0.22%
118;29/04/22;Friday; 39,742.06 ; 39,501.26 ;-0.61%
119;30/04/22;Saturday; 38,596.11 ; 38,703.01 ;0.28%
120;1/05/22;Sunday; 37,630.80 ; 38,060.05 ;1.14%
121;2/05/22;Monday; 38,468.35 ; 39,008.71 ;1.40%
122;3/05/22;Tuesday; 38,525.16 ; 38,526.52 ;0.00%
123;4/05/22;Wednesday; 37,728.95 ; 38,091.40 ;0.96%
124;5/05/22;Thursday; 39,690.00 ; 39,602.65 ;-0.22%
125;6/05/22;Friday; 36,552.97 ; 36,501.45 ;-0.14%
126;7/05/22;Saturday; 36,013.77 ; 35,898.95 ;-0.32%
127;8/05/22;Sunday; 35,472.40 ; 34,449.15 ;-2.88%
128;9/05/22;Monday; 34,038.39 ; 33,510.60 ;-1.55%
129;10/05/22;Tuesday; 30,074.23 ; 31,827.87 ;5.83%
130;11/05/22;Wednesday; 31,017.11 ; 31,438.77 ;1.36%
131;12/05/22;Thursday; 29,103.94 ; 27,128.94 ;-6.79%
132;13/05/22;Friday; 29,029.74 ; 30,532.64 ;5.18%
133;14/05/22;Saturday; 29,287.05 ; 29,451.96 ;0.56%
134;15/05/22;Sunday; 30,086.74 ; 29,802.34 ;-0.95%
135;16/05/22;Monday; 31,328.89 ; 30,291.11 ;-3.31%
136;17/05/22;Tuesday; 29,874.01 ; 30,466.17 ;1.98%
137;18/05/22;Wednesday; 30,444.93 ; 30,032.20 ;-1.36%
138;19/05/22;Thursday; 28,715.33 ; 29,059.99 ;1.20%
139;20/05/22;Friday; 30,319.22 ; 30,185.39 ;-0.44%
140;21/05/22;Saturday; 29,201.01 ; 29,286.28 ;0.29%
141;22/05/22;Sunday; 29,445.07 ; 29,369.68 ;-0.26%
142;23/05/22;Monday; 30,293.93 ; 30,301.46 ;0.02%
143;24/05/22;Tuesday; 29,109.14 ; 29,347.86 ;0.82%
144;25/05/22;Wednesday; 29,654.58 ; 29,869.25 ;0.72%
145;26/05/22;Thursday; 29,542.14 ; 29,720.54 ;0.60%
146;27/05/22;Friday; 29,201.35 ; 28,799.99 ;-1.37%
147;28/05/22;Saturday; 28,629.81 ; 28,876.96 ;0.86%
148;29/05/22;Sunday; 29,031.33 ; 29,043.09 ;0.04%
149;30/05/22;Monday; 29,468.10 ; 30,462.09 ;3.37%
150;31/05/22;Tuesday; 31,734.23 ; 31,641.63 ;-0.29%
151;1/06/22;Wednesday; 31,801.05 ; 31,622.28 ;-0.56%
152;2/06/22;Thursday; 29,805.84 ; 29,875.72 ;0.23%
153;3/06/22;Friday; 30,452.63 ; 30,540.64 ;0.29%
154;4/06/22;Saturday; 29,700.21 ; 29,682.10 ;-0.06%
155;5/06/22;Sunday; 29,864.03 ; 29,793.95 ;-0.23%
156;6/06/22;Monday; 29,919.20 ; 31,169.05 ;4.18%
157;7/06/22;Tuesday; 31,373.10 ; 29,478.41 ;-6.04%
158;8/06/22;Wednesday; 31,125.32 ; 30,548.89 ;-1.85%
159;9/06/22;Thursday; 30,204.77 ; 30,315.29 ;0.37%
160;10/06/22;Friday; 30,109.93 ; 30,104.12 ;-0.02%
161;11/06/22;Saturday; 29,091.87 ; 29,283.45 ;0.66%
162;12/06/22;Sunday; 28,424.71 ; 27,270.79 ;-4.06%
163;13/06/22;Monday; 26,574.53 ; 25,234.44 ;-5.04%
164;14/06/22;Tuesday; 22,485.27 ; 22,747.24 ;1.17%
165;15/06/22;Wednesday; 22,136.42 ; 21,226.31 ;-4.11%
166;16/06/22;Thursday; 22,583.72 ; 21,941.97 ;-2.84%
167;17/06/22;Friday; 20,400.60 ; 20,807.76 ;2.00%
168;18/06/22;Saturday; 20,468.81 ; 20,424.05 ;-0.22%
169;19/06/22;Sunday; 18,970.79 ; 18,126.08 ;-4.45%
170;20/06/22;Monday; 20,574.00 ; 20,107.81 ;-2.27%
171;21/06/22;Tuesday; 20,573.90 ; 20,890.77 ;1.54%
172;22/06/22;Wednesday; 20,723.51 ; 20,368.76 ;-1.71%
173;23/06/22;Thursday; 19,988.00 ; 20,349.16 ;1.81%
174;24/06/22;Friday; 21,110.12 ; 20,910.89 ;-0.94%
175;25/06/22;Saturday; 21,237.68 ; 21,216.88 ;-0.10%
176;26/06/22;Sunday; 21,491.18 ; 21,442.01 ;-0.23%
177;27/06/22;Monday; 21,038.08 ; 21,182.60 ;0.69%
178;28/06/22;Tuesday; 20,742.57 ; 20,741.30 ;-0.01%
179;29/06/22;Wednesday; 20,281.28 ; 20,182.80 ;-0.49%
180;30/06/22;Thursday; 20,123.00 ; 20,001.75 ;-0.60%
181;1/07/22;Friday; 19,942.21 ; 19,465.37 ;-2.39%
182;2/07/22;Saturday; 19,279.80 ; 19,238.26 ;-0.22%
183;3/07/22;Sunday; 19,252.82 ; 19,043.60 ;-1.09%
184;4/07/22;Monday; 19,315.83 ; 19,137.19 ;-0.92%
185;5/07/22;Tuesday; 20,236.71 ; 20,296.30 ;0.29%
186;6/07/22;Wednesday; 20,175.84 ; 20,048.08 ;-0.63%
187;7/07/22;Thursday; 20,564.51 ; 20,302.18 ;-1.28%
188;8/07/22;Friday; 21,624.99 ; 21,843.33 ;1.01%
189;9/07/22;Saturday; 21,594.75 ; 21,517.76 ;-0.36%
190;10/07/22;Sunday; 21,592.15 ; 21,358.75 ;-1.08%
191;11/07/22;Monday; 20,861.11 ; 20,506.53 ;-1.70%
192;12/07/22;Tuesday; 19,963.61 ; 19,956.82 ;-0.03%
193;13/07/22;Wednesday; 19,331.28 ; 19,520.00 ;0.98%
194;14/07/22;Thursday; 20,234.87 ; 20,114.33 ;-0.60%
195;15/07/22;Friday; 20,588.84 ; 20,666.10 ;0.38%
196;16/07/22;Saturday; 20,830.04 ; 20,595.04 ;-1.13%
197;17/07/22;Sunday; 21,195.60 ; 21,357.66 ;0.76%
198;18/07/22;Monday; 20,799.58 ; 21,862.01 ;5.11%
199;19/07/22;Tuesday; 22,432.58 ; 21,997.23 ;-1.94%
200;20/07/22;Wednesday; 23,398.48 ; 23,498.44 ;0.43%
201;21/07/22;Thursday; 23,223.30 ; 22,942.00 ;-1.21%
202;22/07/22;Friday; 23,152.19 ; 23,146.46 ;-0.02%
203;23/07/22;Saturday; 22,684.83 ; 22,902.46 ;0.96%
204;24/07/22;Sunday; 22,448.58 ; 22,749.98 ;1.34%
205;25/07/22;Monday; 22,577.13 ; 21,913.69 ;-2.94%
206;26/07/22;Tuesday; 21,310.90 ; 21,145.03 ;-0.78%
207;27/07/22;Wednesday; 21,254.67 ; 21,247.25 ;-0.03%
208;28/07/22;Thursday; 22,954.31 ; 23,242.79 ;1.26%
209;29/07/22;Friday; 23,845.25 ; 23,987.26 ;0.60%
210;30/07/22;Saturday; 23,777.28 ; 23,793.25 ;0.07%
211;31/07/22;Sunday; 23,644.64 ; 23,710.66 ;0.28%
212;1/08/22;Monday; 23,296.36 ; 23,327.47 ;0.13%
213;2/08/22;Tuesday; 23,266.90 ; 22,852.71 ;-1.78%
214;3/08/22;Wednesday; 22,985.93 ; 22,916.75 ;-0.30%
215;4/08/22;Thursday; 22,816.91 ; 23,123.82 ;1.35%
216;5/08/22;Friday; 22,622.41 ; 23,189.78 ;2.51%
217;6/08/22;Saturday; 23,313.56 ; 23,195.99 ;-0.50%
218;7/08/22;Sunday; 22,954.21 ; 22,969.39 ;0.07%
219;8/08/22;Monday; 23,174.39 ; 23,430.31 ;1.10%
220;9/08/22;Tuesday; 23,810.98 ; 23,873.74 ;0.26%
221;10/08/22;Wednesday; 23,151.32 ; 22,900.86 ;-1.08%
222;11/08/22;Thursday; 23,954.05 ; 24,559.66 ;2.53%
223;12/08/22;Friday; 23,933.09 ; 23,949.96 ;0.07%
224;13/08/22;Saturday; 24,401.70 ; 24,710.86 ;1.27%
225;14/08/22;Sunday; 24,443.06 ; 24,588.64 ;0.60%
226;15/08/22;Monday; 24,305.25 ; 24,817.62 ;2.11%
227;16/08/22;Tuesday; 24,093.04 ; 23,948.01 ;-0.60%
228;17/08/22;Wednesday; 23,856.15 ; 24,165.26 ;1.30%
229;18/08/22;Thursday; 23,342.66 ; 23,391.82 ;0.21%
230;19/08/22;Friday; 23,191.45 ; 22,808.73 ;-1.65%
231;20/08/22;Saturday; 20,834.39 ; 21,128.68 ;1.41%
232;21/08/22;Sunday; 21,140.07 ; 21,229.52 ;0.42%
233;22/08/22;Monday; 21,516.70 ; 21,428.66 ;-0.41%
234;23/08/22;Tuesday; 21,400.75 ; 20,965.89 ;-2.03%
235;24/08/22;Wednesday; 21,529.11 ; 21,421.18 ;-0.50%
236;25/08/22;Thursday; 21,368.05 ; 21,559.17 ;0.89%
237;26/08/22;Friday; 21,559.04 ; 21,404.25 ;-0.72%
238;27/08/22;Saturday; 20,239.14 ; 20,128.38 ;-0.55%
239;28/08/22;Sunday; 20,037.60 ; 20,054.75 ;0.09%
240;29/08/22;Monday; 19,555.61 ; 19,753.84 ;1.01%
241;30/08/22;Tuesday; 20,287.20 ; 20,417.59 ;0.64%
242;31/08/22;Wednesday; 19,813.03 ; 20,353.21 ;2.73%
